hook,dump_addr,size,status,ref_elf,evidence
default_layer_state_set_user,0x0800DBC2,2,exact-ambiguous(unresolved:__aeabi_idiv0|__aeabi_ldiv0|__chibios_override_boardInit|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|battery_stop|board_init|default_layer_debug|default_layer_state_set_user|dummy_cb|early_hardware_init_post|housekeeping_task_user|keyboard_post_init_user|keyboard_pre_init_user|layer_debug|layer_state_set_user|leader_start_user|led_init_ports|led_set_user|led_update_ports|matrix_init_user|matrix_power_down|matrix_power_up|matrix_print|matrix_scan_user|matrix_setup|notify_usb_device_state_change_user|oneshot_layer_changed_user|oneshot_locked_mods_changed_user|oneshot_mods_changed_user|post_process_record_user|rgb_matrix_none_indicators_user|suspend_power_down_user|suspend_wakeup_init_user|td0_reset|via_init_kb|via_set_layout_options_kb|wireless_enter_bluetooth_pin_code_entry_kb|wireless_enter_connected_kb|wireless_enter_discoverable_kb|wireless_enter_reconnecting_kb|wireless_enter_sleep_kb|wireless_exit_bluetooth_pin_code_entry_kb|wireless_post_task),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
default_layer_state_set_user,0x08016700,2,exact-ambiguous(unresolved:__aeabi_idiv0|__aeabi_ldiv0|__chibios_override_boardInit|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|battery_stop|board_init|default_layer_debug|default_layer_state_set_user|dummy_cb|early_hardware_init_post|housekeeping_task_user|keyboard_post_init_user|keyboard_pre_init_user|layer_debug|layer_state_set_user|leader_start_user|led_init_ports|led_set_user|led_update_ports|matrix_init_user|matrix_power_down|matrix_power_up|matrix_print|matrix_scan_user|matrix_setup|notify_usb_device_state_change_user|oneshot_layer_changed_user|oneshot_locked_mods_changed_user|oneshot_mods_changed_user|post_process_record_user|rgb_matrix_none_indicators_user|suspend_power_down_user|suspend_wakeup_init_user|td0_reset|via_init_kb|via_set_layout_options_kb|wireless_enter_bluetooth_pin_code_entry_kb|wireless_enter_connected_kb|wireless_enter_discoverable_kb|wireless_enter_reconnecting_kb|wireless_enter_sleep_kb|wireless_exit_bluetooth_pin_code_entry_kb|wireless_post_task),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
default_layer_state_set_kb,0x0800DBC6,8,exact-ambiguous,"ref1011_default,ref1011_feat,ref1011_via",default_layer_state_set_kb:bl from default_layer_state_set@0x0800DBD0+0x2
default_layer_state_set_kb,0x0800E38C,8,exact-ambiguous(unresolved:bootmagic|default_layer_state_set_kb|dip_switch_update_mask_kb|host_keyboard_led_state|keyboard_pre_init_kb|layer_state_set_kb|matrix_init_kb|matrix_output_unselect_delay|matrix_scan_kb|notify_usb_device_state_change_kb|oneshot_layer_changed_kb|oneshot_locked_mods_changed_kb|oneshot_mods_changed_kb|post_process_record_kb|pre_process_record_kb|rgb_matrix_indicators_advanced_kb|should_process_keypress|shutdown_kb|suspend_power_down_kb|suspend_wakeup_init_kb),"ref1011_default,ref1011_feat,ref1011_via",oneshot_locked_mods_changed_kb:bl from add_oneshot_locked_mods@0x0800E394+0x10 ; oneshot_mods_changed_kb:bl from clear_oneshot_mods@0x0800E3B0+0xC
default_layer_state_set_kb,0x0800ED0E,8,exact-ambiguous(unresolved:bootmagic|default_layer_state_set_kb|dip_switch_update_mask_kb|host_keyboard_led_state|keyboard_pre_init_kb|layer_state_set_kb|matrix_init_kb|matrix_output_unselect_delay|matrix_scan_kb|notify_usb_device_state_change_kb|oneshot_layer_changed_kb|oneshot_locked_mods_changed_kb|oneshot_mods_changed_kb|post_process_record_kb|pre_process_record_kb|rgb_matrix_indicators_advanced_kb|should_process_keypress|shutdown_kb|suspend_power_down_kb|suspend_wakeup_init_kb),"ref1011_default,ref1011_feat,ref1011_via",
default_layer_state_set_kb,0x0800ED50,8,exact-ambiguous(unresolved:bootmagic|default_layer_state_set_kb|dip_switch_update_mask_kb|host_keyboard_led_state|keyboard_pre_init_kb|layer_state_set_kb|matrix_init_kb|matrix_output_unselect_delay|matrix_scan_kb|notify_usb_device_state_change_kb|oneshot_layer_changed_kb|oneshot_locked_mods_changed_kb|oneshot_mods_changed_kb|post_process_record_kb|pre_process_record_kb|rgb_matrix_indicators_advanced_kb|should_process_keypress|shutdown_kb|suspend_power_down_kb|suspend_wakeup_init_kb),"ref1011_default,ref1011_feat,ref1011_via",
rgb_matrix_indicators_user,0x0800D2D8,4,exact-ambiguous(unresolved:_getpid|_isatty_r|dip_switch_update_mask_user|is_keyboard_master|led_update_user|matrix_can_read|pre_process_record_user|process_action_kb|process_record_keychron_kb|rgb_matrix_indicators_advanced_user|rgb_matrix_indicators_user|shutdown_user),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
rgb_matrix_indicators_user,0x0801017A,4,exact-ambiguous(unresolved:_getpid|_isatty_r|dip_switch_update_mask_user|is_keyboard_master|led_update_user|matrix_can_read|pre_process_record_user|process_action_kb|process_record_keychron_kb|rgb_matrix_indicators_advanced_user|rgb_matrix_indicators_user|shutdown_user),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
rgb_matrix_indicators_user,0x08014E38,4,exact-ambiguous(unresolved:_getpid|_isatty_r|dip_switch_update_mask_user|is_keyboard_master|led_update_user|matrix_can_read|pre_process_record_user|process_action_kb|process_record_keychron_kb|rgb_matrix_indicators_advanced_user|rgb_matrix_indicators_user|shutdown_user),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
rgb_matrix_indicators_user,0x080166FC,4,exact-ambiguous(unresolved:_getpid|_isatty_r|dip_switch_update_mask_user|is_keyboard_master|led_update_user|matrix_can_read|pre_process_record_user|process_action_kb|process_record_keychron_kb|rgb_matrix_indicators_advanced_user|rgb_matrix_indicators_user|shutdown_user),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
rgb_matrix_indicators_kb,0x0800C702,18,UNMATCHED-custom-code-candidate,,bl(fuzzy-paired) from rgb_matrix_task@0x08011058+0xC8
rgb_matrix_indicators_advanced_user,0x0800D2D8,4,exact-ambiguous(unresolved:_getpid|_isatty_r|dip_switch_update_mask_user|is_keyboard_master|led_update_user|matrix_can_read|pre_process_record_user|process_action_kb|process_record_keychron_kb|rgb_matrix_indicators_advanced_user|rgb_matrix_indicators_user|shutdown_user),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
rgb_matrix_indicators_advanced_user,0x0801017A,4,exact-ambiguous(unresolved:_getpid|_isatty_r|dip_switch_update_mask_user|is_keyboard_master|led_update_user|matrix_can_read|pre_process_record_user|process_action_kb|process_record_keychron_kb|rgb_matrix_indicators_advanced_user|rgb_matrix_indicators_user|shutdown_user),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
rgb_matrix_indicators_advanced_user,0x08014E38,4,exact-ambiguous(unresolved:_getpid|_isatty_r|dip_switch_update_mask_user|is_keyboard_master|led_update_user|matrix_can_read|pre_process_record_user|process_action_kb|process_record_keychron_kb|rgb_matrix_indicators_advanced_user|rgb_matrix_indicators_user|shutdown_user),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
rgb_matrix_indicators_advanced_user,0x080166FC,4,exact-ambiguous(unresolved:_getpid|_isatty_r|dip_switch_update_mask_user|is_keyboard_master|led_update_user|matrix_can_read|pre_process_record_user|process_action_kb|process_record_keychron_kb|rgb_matrix_indicators_advanced_user|rgb_matrix_indicators_user|shutdown_user),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
rgb_matrix_indicators_advanced_user,0x0800CF74,816,UNMATCHED-custom-code-candidate,,bl from rgb_matrix_indicators_advanced_kb@0x08010C4C+0x2
rgb_matrix_indicators_advanced_kb,0x0800E38C,8,exact-ambiguous(unresolved:bootmagic|default_layer_state_set_kb|dip_switch_update_mask_kb|host_keyboard_led_state|keyboard_pre_init_kb|layer_state_set_kb|matrix_init_kb|matrix_output_unselect_delay|matrix_scan_kb|notify_usb_device_state_change_kb|oneshot_layer_changed_kb|oneshot_locked_mods_changed_kb|oneshot_mods_changed_kb|post_process_record_kb|pre_process_record_kb|rgb_matrix_indicators_advanced_kb|should_process_keypress|shutdown_kb|suspend_power_down_kb|suspend_wakeup_init_kb),"ref1011_default,ref1011_feat,ref1011_via",oneshot_locked_mods_changed_kb:bl from add_oneshot_locked_mods@0x0800E394+0x10 ; oneshot_mods_changed_kb:bl from clear_oneshot_mods@0x0800E3B0+0xC
rgb_matrix_indicators_advanced_kb,0x0800ED0E,8,exact-ambiguous(unresolved:bootmagic|default_layer_state_set_kb|dip_switch_update_mask_kb|host_keyboard_led_state|keyboard_pre_init_kb|layer_state_set_kb|matrix_init_kb|matrix_output_unselect_delay|matrix_scan_kb|notify_usb_device_state_change_kb|oneshot_layer_changed_kb|oneshot_locked_mods_changed_kb|oneshot_mods_changed_kb|post_process_record_kb|pre_process_record_kb|rgb_matrix_indicators_advanced_kb|should_process_keypress|shutdown_kb|suspend_power_down_kb|suspend_wakeup_init_kb),"ref1011_default,ref1011_feat,ref1011_via",
rgb_matrix_indicators_advanced_kb,0x0800ED50,8,exact-ambiguous(unresolved:bootmagic|default_layer_state_set_kb|dip_switch_update_mask_kb|host_keyboard_led_state|keyboard_pre_init_kb|layer_state_set_kb|matrix_init_kb|matrix_output_unselect_delay|matrix_scan_kb|notify_usb_device_state_change_kb|oneshot_layer_changed_kb|oneshot_locked_mods_changed_kb|oneshot_mods_changed_kb|post_process_record_kb|pre_process_record_kb|rgb_matrix_indicators_advanced_kb|should_process_keypress|shutdown_kb|suspend_power_down_kb|suspend_wakeup_init_kb),"ref1011_default,ref1011_feat,ref1011_via",
rgb_matrix_indicators_advanced_kb,0x08010C4C,8,exact-ambiguous,"ref1011_default,ref1011_feat,ref1011_via",rgb_matrix_indicators_advanced_kb:bl(fuzzy-paired) from rgb_matrix_indicators_advanced@0x08010C54+0x12
dip_switch_update_kb,0x0800CD18,32,UNMATCHED-custom-code-candidate,,bl(fuzzy-paired) from dip_switch_read@0x0801189C+0x20
dip_switch_update_user,,,not-found,,"no body match, no caller vote"
dip_switch_update_mask_kb,0x0800E38C,8,exact-ambiguous(unresolved:bootmagic|default_layer_state_set_kb|dip_switch_update_mask_kb|host_keyboard_led_state|keyboard_pre_init_kb|layer_state_set_kb|matrix_init_kb|matrix_output_unselect_delay|matrix_scan_kb|notify_usb_device_state_change_kb|oneshot_layer_changed_kb|oneshot_locked_mods_changed_kb|oneshot_mods_changed_kb|post_process_record_kb|pre_process_record_kb|rgb_matrix_indicators_advanced_kb|should_process_keypress|shutdown_kb|suspend_power_down_kb|suspend_wakeup_init_kb),"ref1011_default,ref1011_feat,ref1011_via",oneshot_locked_mods_changed_kb:bl from add_oneshot_locked_mods@0x0800E394+0x10 ; oneshot_mods_changed_kb:bl from clear_oneshot_mods@0x0800E3B0+0xC
dip_switch_update_mask_kb,0x0800ED0E,8,exact-ambiguous(unresolved:bootmagic|default_layer_state_set_kb|dip_switch_update_mask_kb|host_keyboard_led_state|keyboard_pre_init_kb|layer_state_set_kb|matrix_init_kb|matrix_output_unselect_delay|matrix_scan_kb|notify_usb_device_state_change_kb|oneshot_layer_changed_kb|oneshot_locked_mods_changed_kb|oneshot_mods_changed_kb|post_process_record_kb|pre_process_record_kb|rgb_matrix_indicators_advanced_kb|should_process_keypress|shutdown_kb|suspend_power_down_kb|suspend_wakeup_init_kb),"ref1011_default,ref1011_feat,ref1011_via",
dip_switch_update_mask_kb,0x0800ED50,8,exact-ambiguous(unresolved:bootmagic|default_layer_state_set_kb|dip_switch_update_mask_kb|host_keyboard_led_state|keyboard_pre_init_kb|layer_state_set_kb|matrix_init_kb|matrix_output_unselect_delay|matrix_scan_kb|notify_usb_device_state_change_kb|oneshot_layer_changed_kb|oneshot_locked_mods_changed_kb|oneshot_mods_changed_kb|post_process_record_kb|pre_process_record_kb|rgb_matrix_indicators_advanced_kb|should_process_keypress|shutdown_kb|suspend_power_down_kb|suspend_wakeup_init_kb),"ref1011_default,ref1011_feat,ref1011_via",
dip_switch_update_mask_kb,0x08011894,8,exact-ambiguous,"ref1011_default,ref1011_feat,ref1011_via",dip_switch_update_mask_kb:bl(fuzzy-paired) from dip_switch_read@0x0801189C+0x26
dip_switch_update_mask_user,0x0800D2D8,4,exact-ambiguous(unresolved:_getpid|_isatty_r|dip_switch_update_mask_user|is_keyboard_master|led_update_user|matrix_can_read|pre_process_record_user|process_action_kb|process_record_keychron_kb|rgb_matrix_indicators_advanced_user|rgb_matrix_indicators_user|shutdown_user),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
dip_switch_update_mask_user,0x0801017A,4,exact-ambiguous(unresolved:_getpid|_isatty_r|dip_switch_update_mask_user|is_keyboard_master|led_update_user|matrix_can_read|pre_process_record_user|process_action_kb|process_record_keychron_kb|rgb_matrix_indicators_advanced_user|rgb_matrix_indicators_user|shutdown_user),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
dip_switch_update_mask_user,0x08011890,4,exact-ambiguous,"ref1011_default,ref1011_feat,ref1011_via",dip_switch_update_mask_user:bl from dip_switch_update_mask_kb@0x08011894+0x2
dip_switch_update_mask_user,0x08014E38,4,exact-ambiguous(unresolved:_getpid|_isatty_r|dip_switch_update_mask_user|is_keyboard_master|led_update_user|matrix_can_read|pre_process_record_user|process_action_kb|process_record_keychron_kb|rgb_matrix_indicators_advanced_user|rgb_matrix_indicators_user|shutdown_user),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
dip_switch_update_mask_user,0x080166FC,4,exact-ambiguous(unresolved:_getpid|_isatty_r|dip_switch_update_mask_user|is_keyboard_master|led_update_user|matrix_can_read|pre_process_record_user|process_action_kb|process_record_keychron_kb|rgb_matrix_indicators_advanced_user|rgb_matrix_indicators_user|shutdown_user),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
encoder_update_user,,,not-found,,"no body match, no caller vote"
encoder_update_kb,,,not-found,,"no body match, no caller vote"
keycode_at_encodermap_location_raw,0x0800D2A8,32,fuzzy-anchored,ref1011_feat,keycode_at_encodermap_location_raw:b.w from keycode_at_encodermap_location@0x0800D2C8+0x0
keycode_at_keymap_location_raw,0x0800D27C,40,UNMATCHED-custom-code-candidate,,b.w from keycode_at_keymap_location@0x0800D2A4+0x0
leader_start_user,0x0800896E,2,exact-ambiguous(unresolved:__aeabi_idiv0|__aeabi_ldiv0|__chibios_override_boardInit|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|battery_stop|board_init|default_layer_debug|default_layer_state_set_user|dummy_cb|early_hardware_init_post|housekeeping_task_user|keyboard_post_init_user|keyboard_pre_init_user|layer_debug|layer_state_set_user|leader_start_user|led_init_ports|led_set_user|led_update_ports|matrix_init_user|matrix_power_down|matrix_power_up|matrix_print|matrix_scan_user|matrix_setup|notify_usb_device_state_change_user|oneshot_layer_changed_user|oneshot_locked_mods_changed_user|oneshot_mods_changed_user|post_process_record_user|rgb_matrix_none_indicators_user|suspend_power_down_user|suspend_wakeup_init_user|td0_reset|via_init_kb|via_set_layout_options_kb|wireless_enter_bluetooth_pin_code_entry_kb|wireless_enter_connected_kb|wireless_enter_discoverable_kb|wireless_enter_reconnecting_kb|wireless_enter_sleep_kb|wireless_exit_bluetooth_pin_code_entry_kb|wireless_post_task),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
leader_start_user,0x0800ED0C,2,exact-ambiguous(unresolved:__aeabi_idiv0|__aeabi_ldiv0|__chibios_override_boardInit|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|battery_stop|board_init|default_layer_debug|default_layer_state_set_user|dummy_cb|early_hardware_init_post|housekeeping_task_user|keyboard_post_init_user|keyboard_pre_init_user|layer_debug|layer_state_set_user|leader_start_user|led_init_ports|led_set_user|led_update_ports|matrix_init_user|matrix_power_down|matrix_power_up|matrix_print|matrix_scan_user|matrix_setup|notify_usb_device_state_change_user|oneshot_layer_changed_user|oneshot_locked_mods_changed_user|oneshot_mods_changed_user|post_process_record_user|rgb_matrix_none_indicators_user|suspend_power_down_user|suspend_wakeup_init_user|td0_reset|via_init_kb|via_set_layout_options_kb|wireless_enter_bluetooth_pin_code_entry_kb|wireless_enter_connected_kb|wireless_enter_discoverable_kb|wireless_enter_reconnecting_kb|wireless_enter_sleep_kb|wireless_exit_bluetooth_pin_code_entry_kb|wireless_post_task),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
leader_start_user,0x0800FBA8,2,exact-ambiguous(unresolved:__aeabi_idiv0|__aeabi_ldiv0|__chibios_override_boardInit|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|battery_stop|board_init|default_layer_debug|default_layer_state_set_user|dummy_cb|early_hardware_init_post|housekeeping_task_user|keyboard_post_init_user|keyboard_pre_init_user|layer_debug|layer_state_set_user|leader_start_user|led_init_ports|led_set_user|led_update_ports|matrix_init_user|matrix_power_down|matrix_power_up|matrix_print|matrix_scan_user|matrix_setup|notify_usb_device_state_change_user|oneshot_layer_changed_user|oneshot_locked_mods_changed_user|oneshot_mods_changed_user|post_process_record_user|rgb_matrix_none_indicators_user|suspend_power_down_user|suspend_wakeup_init_user|td0_reset|via_init_kb|via_set_layout_options_kb|wireless_enter_bluetooth_pin_code_entry_kb|wireless_enter_connected_kb|wireless_enter_discoverable_kb|wireless_enter_reconnecting_kb|wireless_enter_sleep_kb|wireless_exit_bluetooth_pin_code_entry_kb|wireless_post_task),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
leader_start_user,0x080127FC,2,exact-ambiguous(unresolved:__aeabi_idiv0|__aeabi_ldiv0|__chibios_override_boardInit|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|battery_stop|board_init|default_layer_debug|default_layer_state_set_user|dummy_cb|early_hardware_init_post|housekeeping_task_user|keyboard_post_init_user|keyboard_pre_init_user|layer_debug|layer_state_set_user|leader_start_user|led_init_ports|led_set_user|led_update_ports|matrix_init_user|matrix_power_down|matrix_power_up|matrix_print|matrix_scan_user|matrix_setup|notify_usb_device_state_change_user|oneshot_layer_changed_user|oneshot_locked_mods_changed_user|oneshot_mods_changed_user|post_process_record_user|rgb_matrix_none_indicators_user|suspend_power_down_user|suspend_wakeup_init_user|td0_reset|via_init_kb|via_set_layout_options_kb|wireless_enter_bluetooth_pin_code_entry_kb|wireless_enter_connected_kb|wireless_enter_discoverable_kb|wireless_enter_reconnecting_kb|wireless_enter_sleep_kb|wireless_exit_bluetooth_pin_code_entry_kb|wireless_post_task),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
leader_start_user,0x08013AF8,2,exact-ambiguous(unresolved:__aeabi_idiv0|__aeabi_ldiv0|__chibios_override_boardInit|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|battery_stop|board_init|default_layer_debug|default_layer_state_set_user|dummy_cb|early_hardware_init_post|housekeeping_task_user|keyboard_post_init_user|keyboard_pre_init_user|layer_debug|layer_state_set_user|leader_start_user|led_init_ports|led_set_user|led_update_ports|matrix_init_user|matrix_power_down|matrix_power_up|matrix_print|matrix_scan_user|matrix_setup|notify_usb_device_state_change_user|oneshot_layer_changed_user|oneshot_locked_mods_changed_user|oneshot_mods_changed_user|post_process_record_user|rgb_matrix_none_indicators_user|suspend_power_down_user|suspend_wakeup_init_user|td0_reset|via_init_kb|via_set_layout_options_kb|wireless_enter_bluetooth_pin_code_entry_kb|wireless_enter_connected_kb|wireless_enter_discoverable_kb|wireless_enter_reconnecting_kb|wireless_enter_sleep_kb|wireless_exit_bluetooth_pin_code_entry_kb|wireless_post_task),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
leader_start_user,0x08014894,2,exact-ambiguous(unresolved:__aeabi_idiv0|__aeabi_ldiv0|__chibios_override_boardInit|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|battery_stop|board_init|default_layer_debug|default_layer_state_set_user|dummy_cb|early_hardware_init_post|housekeeping_task_user|keyboard_post_init_user|keyboard_pre_init_user|layer_debug|layer_state_set_user|leader_start_user|led_init_ports|led_set_user|led_update_ports|matrix_init_user|matrix_power_down|matrix_power_up|matrix_print|matrix_scan_user|matrix_setup|notify_usb_device_state_change_user|oneshot_layer_changed_user|oneshot_locked_mods_changed_user|oneshot_mods_changed_user|post_process_record_user|rgb_matrix_none_indicators_user|suspend_power_down_user|suspend_wakeup_init_user|td0_reset|via_init_kb|via_set_layout_options_kb|wireless_enter_bluetooth_pin_code_entry_kb|wireless_enter_connected_kb|wireless_enter_discoverable_kb|wireless_enter_reconnecting_kb|wireless_enter_sleep_kb|wireless_exit_bluetooth_pin_code_entry_kb|wireless_post_task),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
leader_start_user,0x08014C76,2,exact-ambiguous(unresolved:__aeabi_idiv0|__aeabi_ldiv0|__chibios_override_boardInit|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|battery_stop|board_init|default_layer_debug|default_layer_state_set_user|dummy_cb|early_hardware_init_post|housekeeping_task_user|keyboard_post_init_user|keyboard_pre_init_user|layer_debug|layer_state_set_user|leader_start_user|led_init_ports|led_set_user|led_update_ports|matrix_init_user|matrix_power_down|matrix_power_up|matrix_print|matrix_scan_user|matrix_setup|notify_usb_device_state_change_user|oneshot_layer_changed_user|oneshot_locked_mods_changed_user|oneshot_mods_changed_user|post_process_record_user|rgb_matrix_none_indicators_user|suspend_power_down_user|suspend_wakeup_init_user|td0_reset|via_init_kb|via_set_layout_options_kb|wireless_enter_bluetooth_pin_code_entry_kb|wireless_enter_connected_kb|wireless_enter_discoverable_kb|wireless_enter_reconnecting_kb|wireless_enter_sleep_kb|wireless_exit_bluetooth_pin_code_entry_kb|wireless_post_task),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
leader_start_user,0x0800D4AE,2,exact-ambiguous(unresolved:__aeabi_idiv0|__aeabi_ldiv0|__chibios_override_boardInit|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|battery_stop|board_init|default_layer_debug|default_layer_state_set_user|dummy_cb|early_hardware_init_post|housekeeping_task_user|keyboard_post_init_user|keyboard_pre_init_user|layer_debug|layer_state_set_user|leader_start_user|led_init_ports|led_set_user|led_update_ports|matrix_init_user|matrix_power_down|matrix_power_up|matrix_print|matrix_scan_user|matrix_setup|notify_usb_device_state_change_user|oneshot_layer_changed_user|oneshot_locked_mods_changed_user|oneshot_mods_changed_user|post_process_record_user|rgb_matrix_none_indicators_user|suspend_power_down_user|suspend_wakeup_init_user|td0_reset|via_init_kb|via_set_layout_options_kb|wireless_enter_bluetooth_pin_code_entry_kb|wireless_enter_connected_kb|wireless_enter_discoverable_kb|wireless_enter_reconnecting_kb|wireless_enter_sleep_kb|wireless_exit_bluetooth_pin_code_entry_kb|wireless_post_task),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
leader_start_user,0x0800DBC2,2,exact-ambiguous(unresolved:__aeabi_idiv0|__aeabi_ldiv0|__chibios_override_boardInit|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|battery_stop|board_init|default_layer_debug|default_layer_state_set_user|dummy_cb|early_hardware_init_post|housekeeping_task_user|keyboard_post_init_user|keyboard_pre_init_user|layer_debug|layer_state_set_user|leader_start_user|led_init_ports|led_set_user|led_update_ports|matrix_init_user|matrix_power_down|matrix_power_up|matrix_print|matrix_scan_user|matrix_setup|notify_usb_device_state_change_user|oneshot_layer_changed_user|oneshot_locked_mods_changed_user|oneshot_mods_changed_user|post_process_record_user|rgb_matrix_none_indicators_user|suspend_power_down_user|suspend_wakeup_init_user|td0_reset|via_init_kb|via_set_layout_options_kb|wireless_enter_bluetooth_pin_code_entry_kb|wireless_enter_connected_kb|wireless_enter_discoverable_kb|wireless_enter_reconnecting_kb|wireless_enter_sleep_kb|wireless_exit_bluetooth_pin_code_entry_kb|wireless_post_task),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
leader_start_user,0x08016700,2,exact-ambiguous(unresolved:__aeabi_idiv0|__aeabi_ldiv0|__chibios_override_boardInit|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|battery_stop|board_init|default_layer_debug|default_layer_state_set_user|dummy_cb|early_hardware_init_post|housekeeping_task_user|keyboard_post_init_user|keyboard_pre_init_user|layer_debug|layer_state_set_user|leader_start_user|led_init_ports|led_set_user|led_update_ports|matrix_init_user|matrix_power_down|matrix_power_up|matrix_print|matrix_scan_user|matrix_setup|notify_usb_device_state_change_user|oneshot_layer_changed_user|oneshot_locked_mods_changed_user|oneshot_mods_changed_user|post_process_record_user|rgb_matrix_none_indicators_user|suspend_power_down_user|suspend_wakeup_init_user|td0_reset|via_init_kb|via_set_layout_options_kb|wireless_enter_bluetooth_pin_code_entry_kb|wireless_enter_connected_kb|wireless_enter_discoverable_kb|wireless_enter_reconnecting_kb|wireless_enter_sleep_kb|wireless_exit_bluetooth_pin_code_entry_kb|wireless_post_task),"ref1011_default,ref1011_default_lto,ref1011_feat,ref1011_feat_lto,ref1011_via,ref1011_via_lto",
leader_start_user,0x0800CDF4,1200,UNMATCHED-custom-code-candidate,,bl from leader_start@0x08011940+0x8
leader_end_user,0x0800CDFE,1190,UNMATCHED-custom-code-candidate,,bl from leader_end@0x0801197C+0x8
raw_hid_receive,0x0800C908,14,exact,"ref1011_default,ref1011_feat",raw_hid_receive:bl(fuzzy-paired) from raw_hid_task@0x08012C1C+0x1C
raw_hid_receive_kb,,,not-found,,"no body match, no caller vote"
eeconfig_init_user,0x0800A1BA,6,exact-ambiguous(unresolved:eeconfig_init_user|encoder0_pad_cb|layer_clear|oneshot_disable|quantum_task|rgb_matrix_toggle_noeeprom),"ref1011_default,ref1011_feat,ref1011_via",
eeconfig_init_user,0x0800DC34,6,exact-ambiguous(unresolved:eeconfig_init_user|encoder0_pad_cb|layer_clear|oneshot_disable|quantum_task|rgb_matrix_toggle_noeeprom),"ref1011_default,ref1011_feat,ref1011_via",
eeconfig_init_user,0x0800E5C6,6,exact-ambiguous(unresolved:eeconfig_init_user|encoder0_pad_cb|layer_clear|oneshot_disable|quantum_task|rgb_matrix_toggle_noeeprom),"ref1011_default,ref1011_feat,ref1011_via",
eeconfig_init_user,0x0800E61E,6,exact-ambiguous,"ref1011_default,ref1011_feat,ref1011_via",eeconfig_init_user:bl from eeconfig_init_kb@0x0800E624+0x8
eeconfig_init_user,0x0800C718,6,exact-ambiguous(unresolved:eeconfig_init_user|encoder0_pad_cb|layer_clear|oneshot_disable|quantum_task|rgb_matrix_toggle_noeeprom),"ref1011_default,ref1011_feat,ref1011_via",
eeconfig_init_kb,0x0800E624,14,exact,"ref1011_default,ref1011_feat,ref1011_via",
get_tapping_term,,,not-found,,"no body match, no caller vote"
process_tap_dance,0x08012040,144,exact,ref1011_feat,
